name,theme-primary,theme-secondary::Health,theme-secondary::Environment,theme-secondary::Education,theme-secondary::Finance,theme-secondary::Society,theme-secondary::Defence,theme-secondary::Transportation,theme-secondary::Location,theme-secondary::Spending data,theme-secondary::Government,theme-secondary::Spending
heart_disease_mortality,,,,,,,,,,,,
hefce-organogram-and-staff-pay,Spending,,,True,,,,,,,,
he-funding-student-finance-reform-interim-equality-impact-assessment,,,,,,,,,,,,
he-funding-student-finance-reform-interim-impact-assessment,,,,,,,,,,,,
heritage-lottery-fund_junior-salaries,,,,,,,,,,,,
heritage-lottery-fund_management-chart,,,,,,,,,,,,
heritage-lottery-fund_salary-information,,,,,,,,,,,,
heritage-lottery-fund_senior-salaries,,,,,,,,,,,,
_her_majestys_courts_service_court_user_survey,,,,,,,,,,,,
her_majestys_courts_service_court_user_survey,,,,,,,,,,,,
herts-valleys-ccg-spend-over-25000,Health,True,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-1994-1995,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-1995-1996,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-1996-1997,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-1997-1998,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-1998-1999,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-1999-2000,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-2000-2001,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-2001-2002,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-2002-2003,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-2003-2004,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-2004-2005,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-2005-2006,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-2006-2007,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-disability-2007-2008,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-1994-1995,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-1995-1996,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-1996-1997,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-1997-1998,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-1998-1999,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-1999-2000,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-2000-2001,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-2001-2002,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-2002-2003,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-2003-2004,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-2004-2005,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-2005-2006,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-2006-2007,,,,,,,,,,,,
hesa-1st-year-uk-domiciled-he-students-qualification-aim-mode-of-study-gender-ethnicity-2007-2008,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-1996-1997,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-1997-1998,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-1998-1999,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-1999-2000,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-2000-2001,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-2001-2002,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-2002-2003,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-2003-2004,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-2004-2005,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-2005-2006,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-2006-2007,,,,,,,,,,,,
hesa-all-he-students-by-level-of-study-mode-of-study-subject-of-study-domicile-gender-2007-2008,,,,,,,,,,,,
hesa-all-qualifiers-by-first-destination-level-of-qualification-domicile-gender,,,,,,,,,,,,
hesa-all-qualifiers-by-first-destination-level-of-qualification-domicile-gender-1994-1995,,,,,,,,,,,,
hesa-all-qualifiers-by-first-destination-level-of-qualification-domicile-gender-1995-1996,,,,,,,,,,,,
hesa-all-qualifiers-by-first-destination-level-of-qualification-domicile-gender-1996-1997,,,,,,,,,,,,
hesa-all-qualifiers-by-first-destination-level-of-qualification-domicile-gender-1997-1998,,,,,,,,,,,,
hesa-all-qualifiers-by-first-destination-level-of-qualification-domicile-gender-1998-1999,,,,,,,,,,,,
hesa-all-qualifiers-by-first-destination-level-of-qualification-domicile-gender-1999-2000,,,,,,,,,,,,
hesa-all-qualifiers-by-first-destination-level-of-qualification-domicile-gender-2000-2001,,,,,,,,,,,,
hesa-all-staff-in-all-uk-institutions-by-activity-mode-of-employment-institution,,,,,,,,,,,,
hesa-all-staff-in-all-uk-institutions-by-activity-mode-of-employment-institution-2007-2008,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-1995-1996,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-1996-1997,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-1997-1998,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-1998-1999,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-1999-2000,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-2000-2001,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-2001-2002,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-2002-2003,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-2003-2004,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-2004-2005,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-2005-2006,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-2006-2007,,,,,,,,,,,,
hesa-all-students-by-institution-mode-of-study-level-of-study-domicile-2007-2008,,,,,,,,,,,,
hesa-destinations-of-leavers-by-mode-of-study-level-of-qualification-domicile-gender,,,,,,,,,,,,
hesa-destinations-of-leavers-by-mode-of-study-level-of-qualification-domicile-gender-2002-2003,,,,,,,,,,,,
hesa-destinations-of-leavers-by-mode-of-study-level-of-qualification-domicile-gender-2003-2004,,,,,,,,,,,,
hesa-destinations-of-leavers-by-mode-of-study-level-of-qualification-domicile-gender-2004-2005,,,,,,,,,,,,
hesa-destinations-of-leavers-by-mode-of-study-level-of-qualification-domicile-gender-2005-2006,,,,,,,,,,,,
hesa-destinations-of-leavers-by-mode-of-study-level-of-qualification-domicile-gender-2006-2007,,,,,,,,,,,,
hesa-full-time-academic-staff-institution-location-gender-source-of-salary-clinical-status,,,,,,,,,,,,
hesa-full-time-academic-staff-institution-location-gender-source-of-salary-clinical-status-1995-1996,,,,,,,,,,,,
hesa-full-time-academic-staff-institution-location-gender-source-of-salary-clinical-status-1996-1997,,,,,,,,,,,,
hesa-full-time-academic-staff-institution-location-gender-source-of-salary-clinical-status-1997-1998,,,,,,,,,,,,
hesa-full-time-academic-staff-institution-location-gender-source-of-salary-clinical-status-1998-1999,,,,,,,,,,,,
hesa-full-time-academic-staff-institution-location-gender-source-of-salary-clinical-status-1999-2000,,,,,,,,,,,,
hesa-full-time-academic-staff-institution-location-gender-source-of-salary-clinical-status-2000-2001,,,,,,,,,,,,
hesa-full-time-academic-staff-institution-location-gender-source-of-salary-clinical-status-2001-2002,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-1994-1995,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-1995-1996,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-1996-1997,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-1997-1998,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-1998-1999,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-1999-2000,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-2000-2001,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-2001-2002,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-2002-2003,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-2003-2004,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-2004-2005,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-2005-2006,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-2006-2007,,,,,,,,,,,,
hesa-qualifications-in-uk-level-mode-of-study-domicile-gender-class-of-1st-degree-subject-2007-2008,,,,,,,,,,,,
hesa-summary-of-academic-staff-excluding-a-typical-in-all-uk-institutions,,,,,,,,,,,,
hesa-summary-of-academic-staff-excluding-atypical-in-all-uk-institutions-2003-2004,,,,,,,,,,,,
hesa-summary-of-academic-staff-excluding-atypical-in-all-uk-institutions-2004-2005,,,,,,,,,,,,
hesa-summary-of-academic-staff-excluding-atypical-in-all-uk-institutions-2005-2006,,,,,,,,,,,,
hesa-summary-of-academic-staff-excluding-atypical-in-all-uk-institutions-2006-2007,,,,,,,,,,,,
hesa-summary-of-academic-staff-excluding-atypical-in-all-uk-institutions-2007-2008,,,,,,,,,,,,
hes-mhmds_data_linkage_report,,,,,,,,,,,,
_high_and_low_migration_variant_population_projections_for_scotlands_strategic_development_plan_area,,,,,,,,,,,,
high_and_low_migration_variant_population_projections_for_scotlands_strategic_development_plan_areas,,,,,,,,,,,,
high_court_bulletin,,,,,,,,,,,,
higher_and_supplemental_qualifications_bulletin,,,,,,,,,,,,
_higher_education,,,,,,,,,,,,
higher_education,,,,,,,,,,,,
_higher_education_enrolments_and_qualifications_obtained_at_higher_education_institutions_in_the_uk,,,,,,,,,,,,
higher_education_enrolments_and_qualifications_obtained_at_higher_education_institutions_in_the_uk,,,,,,,,,,,,
higher_education_institutions_-_full_time_and_part_time_entrants_aged_18_to_20,,,,,,,,,,,,
_higher_education_performance_indicators_for_wales,,,,,,,,,,,,
higher_education_performance_indicators_for_wales,,,,,,,,,,,,
_higher_education_statistics_for_the_united_kingdom,,,,,,,,,,,,
higher_education_statistics_for_the_united_kingdom,,,,,,,,,,,,
_higher_education_student_support_scotland,,,,,,,,,,,,
higher_education_student_support_scotland,,,,,,,,,,,,
_higher_qualifications,,,,,,,,,,,,
higher_qualifications,,,,,,,,,,,,
high-level-indicators-energy-use-2006,,,,,,,,,,,,
_high_level_indicators_of_energy_use_at_regional_and_local_authority_level,,,,,,,,,,,,
high_level_indicators_of_energy_use_at_regional_and_local_authority_level,,,,,,,,,,,,
highways_agency_planned_roadworks,Transportation,,,,,,,,,,,
hillsborough-disclosure,Society,True,,,,,,,,,,
hip_fracture_in_over-65s,,,,,,,,,,,,
historic_and_projected_mortality_data_from_the_uk_life_tables,,,,,,,,,,,,
historic-county-borders,,,,,,,,,,,,
historic-landfill,,,,,,,,,,,,
historic-landfill-wms,,,,,,,,,,,,
historic-land-use-assessment,,,,,,,,,,,,
historic-land-use-associated-with-mineral-planning-permissions-for-england,,,,,,,,,,,,
historic-maps-collection,,,,,,,,,,,,
historic-marine-protected-areas-dataset,,,,,,,,,,,,
historic-monthly-meteorological-station-data,,,,,,,,,,,,
historic-scotland,,,,,,,,,,,,
historic-scotland-wms,,,,,,,,,,,,
hm-land-registry-index-map,,,,,,,,,,,,
hm-land-registry-inspire-index-polygons,,,,,,,,,,,,
hmrc-business-plan-quarterly-data-summary,Government,,,,,,,,,,True,
hmrc-customer-experience-scores,Government,,,,,,,,,,True,
hmrc-key-tax-deadlines-for-tax-agents,,,,,,,,,,,,
hmrc_submission_chief_secretary_treasury_review,,,,,,,,,,,,
hm-revenue-and-customs-board-members-business-expenses,Spending,,,,,,,,,,True,True
hm-revenue-and-customs-board-members-hospitality,Government,,,,,,,,,,True,
hm-revenue-and-customs-energy-consumption,Environment,,True,,,,,,,,True,
hm-revenue-and-customs-permanent-secretaries-meetings-with-external-organisations,Government,,,,,,,,,,True,
hmt-business-plan-quarterly-data-summary-qds,Spending,,,,,True,,,,,,
hmt-pesa09-chapter1,Spending,,,,,,,,,,True,True
hmt-pesa09-chapter10,,,,,,,,,,,,
hmt-pesa09-chapter2,,,,,,,,,,,,
hmt-pesa09-chapter3,,,,,,,,,,,,
hmt-pesa09-chapter4,,,,,,,,,,,,
hmt-pesa09-chapter5,,,,,,,,,,,,
hmt-pesa09-chapter6,,,,,,,,,,,,
hmt-pesa09-chapter7,,,,,,,,,,,,
hmt-pesa09-chapter8,,,,,,,,,,,,
hmt-pesa09-chapter9,,,,,,,,,,,,
hm-treasury-head-office-energy-consumption-data,,,,,,,,,,,,
hm-treasury-workforce-management-information,Spending,,,,,,,,,,True,
holcombe-moor-firing-programme-2012,,True,,,,,,,,,True,
_home_care_services_scotland,,,,,,,,,,,,
home_care_services_scotland,,,,,,,,,,,,
home_care_user_survey,,,,,,,,,,,,
_home_insulation_levels_in_great_britain,,,,,,,,,,,,
home_insulation_levels_in_great_britain,,,,,,,,,,,,
homelessness,,,,,,,,,,,,
homelessness_-_acceptances_and_households_accommodated_by_local_authority_la,Environment,,,,,,,,,,,
_homelessness_in_wales,,,,,,,,,,,,
homelessness_in_wales,,,,,,,,,,,,
_homelessness_prevention_and_relief,,,,,,,,,,,,
homelessness_prevention_and_relief,Environment,,,,,True,,,,,,
homelessness_prevention_and_relief_,,,,,,,,,,,,
homelessness-total-decisions-made,Environment,,,,,,,,,,,
home-office-board-business-expenses,Government,,,,,,,,,,,
home-office-board-external-meetings,Society,,,,,,,,,,,
home-office-board-hospitality,Government,,,,,,,,,,,
home-office-business-plan-indicators,Government,,,,,,,,,,,
home-office-business-plan-quarterly-data,Government,,,,,,,,,,True,
home-office-energy-and-water-consumption,Government,,True,,,,,,,,,
home-office-information-asset-register,,,,,,,,,,,,
home-office-public-opinion-polls,,,,,,,,,,,,
home-office-resource-accounts,Government,,,,,,,,,,True,
home-office-staff-survey,Government,,,,,,,,,,True,
homes-and-communities-agency-breakdown-of-programme-spend-by-local-authority,,,,,,,,,,,,
homes_and_communities_agency_housing_statistics,,,,,,,,,,,,
_homes_and_communities_agency_national_affordable_housing_statistics,,,,,,,,,,,,
homes_and_communities_agency_national_affordable_housing_statistics,,,,,,,,,,,,
_homes_and_communities_agency_national_housing_statistics,,,,,,,,,,,,
homes_and_communities_agency_national_housing_statistics,,,,,,,,,,,,
homes-and-communities-agency-spending-data,Spending,,,,,,,,,,,
home-security-mobile-phone-theft-andstolen-goods,,,,,,,,,,,,
home_to_school_travel,,,,,,,,,,,,
_homicide_in_scotland,,,,,,,,,,,,
homicide_in_scotland,,,,,,,,,,,,
homicides,Society,,,,,,,,,,,
homicides_by_victim_ethnicity,,,,,,,,,,,,
homicides-firearms-and-intimate-violence-supplementary-,,,,,,,,,,,,
horniman-financial-transactions,Spending,,,,,,,,,,,
__hospital_activity_data,,,,,,,,,,,,
_hospital_activity_data,,,,,,,,,,,,
hospital_activity_data,,,,,,,,,,,,
hospital_activity_data_,,,,,,,,,,,,
hospital_activity_data__,,,,,,,,,,,,
hospital_admissions_-_accidents,,,,,,,,,,,,
hospital_admissions_-_by_age_and_gender,,,,,,,,,,,,
hospital_admissions_-_summary_statistics,,,,,,,,,,,,
hospital_beds_in_nhs_institutions,,,,,,,,,,,,
hospital_beds_in_nhs_institutions_,,,,,,,,,,,,
_hospital_episode_statistics_-_admitted_patient_care,,,,,,,,,,,,
_hospital_episode_statistics-admitted_patient_care,,,,,,,,,,,,
hospital_episode_statistics-admitted_patient_care,Health,True,,,,,,,,,,
hospital_episode_statistics_-_admitted_patient_care_-_none,,,,,,,,,,,,
hospital_episode_statistics-deaths_within_30_days_of_a_hospital_procedure_or_of_an_emergency_admissi,,,,,,,,,,,,
hospital-episode-statistics-deaths-within-30-days-of-a-hospital-procedure-or-of-an-emergency-admissi,Health,True,,,,,,,,,,
hospital_episode_statistics-emergency_readmissions_to_hospital_within_28_days_of_discharge,,,,,,,,,,,,
hospital_episode_statistics_hes_-_admissions_-_for_pcts,,,,,,,,,,,,
hospital_episode_statistics_hes_-_average_length_of_stay_-_for_pcts,,,,,,,,,,,,
hospital_episode_statistics_hes_-_average_waiting_times_-_for_pcts,,,,,,,,,,,,
hospital_episode_statistics_hes_-_by_age_-_for_pcts,,,,,,,,,,,,
hospital_episode_statistics_hes_-_emergencies_-_for_pcts,,,,,,,,,,,,
hospital_episode_statistics_hes_-_finished_consultant_episodes_fce_-_for_pcts,,,,,,,,,,,,
_hospital_estates_and_facilities_statistics,,,,,,,,,,,,
hospital_estates_and_facilities_statistics,,,,,,,,,,,,
hospitality-received-by-ministers-and-special-advisers,Government,,,,,,,,,,True,
_hospital_outpatient_activity,,,,,,,,,,,,
hospital_outpatient_activity,,,,,,,,,,,,
_hospital_prescribing_england,,,,,,,,,,,,
hospital_prescribing_england,,,,,,,,,,,,
hospital-prescribing-england-2009,Health,True,,,,,,,,,,
hospital-prescribing-england-2010,Health,True,,,,,,,,,,
hospital-prescribing-england-2011,Health,True,,,,,,,,,,
_hospital_standardised_mortality_ratios,,,,,,,,,,,,
_hospital_standardised_mortality_ratios_,,,,,,,,,,,,
_hospital_standardised_mortality_ratios__,,,,,,,,,,,,
hospital_standardised_mortality_ratios,,,,,,,,,,,,
hospital_standardised_mortality_ratios___,,,,,,,,,,,,
hospital_standardised_mortality_ratios____,,,,,,,,,,,,
hospital_standardised_mortality_ratios_-_none,,,,,,,,,,,,
hospital_statistics,,,,,,,,,,,,
hospital_waiting_times,,,,,,,,,,,,
hospital_waiting_times_,,,,,,,,,,,,
hours_worked_2001_census,,,,,,,,,,,,
hours_worked_-_by_place_of_residence,,,,,,,,,,,,
hours_worked_-_by_place_of_work,,,,,,,,,,,,
__hours_worked_in_the_labour_market,,,,,,,,,,,,
_hours_worked_in_the_labour_market,,,,,,,,,,,,
hours_worked_in_the_labour_market,,,,,,,,,,,,
house-building-dwellings-completed-local-authority,Environment,,,,,,,,,,,
house-building-dwellings-completed-private,Environment,,,,,,,,,,,
house-building-dwellings-completed-rsl,Environment,,,,,,,,,,,
house-building-dwellings-completed-total,Environment,,,,,,,,,,,
house-building-dwellings-started-local-authority,Environment,,,,,,,,,,,
house-building-dwellings-started-private,Environment,,,,,,,,,,,
house-building-dwellings-started-rsl,Environment,,,,,,,,,,,
house-building-dwellings-started-total,Environment,,,,,,,,,,,
housebuilding_-_permanent_dwellings_started_and_completed_by_tenure,Environment,,True,,,,,,,,,
_house_building_statistics,,,,,,,,,,,,
house_building_statistics,Environment,,,,,,,,,,,
house_building_statistics_,,,,,,,,,,,,
household_composition_2001_census,,,,,,,,,,,,
household_composition_by_migration_of_households,,,,,,,,,,,,
household_composition_by_number_of_cars_or_vans_available,,,,,,,,,,,,
household_composition_by_tenure_and_occupancy_rating,,,,,,,,,,,,
household_earnings_estimates_-_model-based_estimates_of_income_for_msoas,,,,,,,,,,,,
household_earnings_estimates_-_model-based_estimates_of_income_for_wards,,,,,,,,,,,,
household-estimates-and-projections,Environment,,,,,,,,,,,
_household_estimates_for_scotland,,,,,,,,,,,,
household_estimates_for_scotland,,,,,,,,,,,,
_household_estimates_for_wales,,,,,,,,,,,,
household_estimates_for_wales,,,,,,,,,,,,
household-expenditure-in-the-uk-1991-to-2008,,,,,,,,,,,,
household_lowest_floor_level_2001_census,,,,,,,,,,,,
household_projections_for_national_parks_in_wales,,,,,,,,,,,,
_household_projections_for_scotland,,,,,,,,,,,,
household_projections_for_scotland,,,,,,,,,,,,
_household_projections_for_scotland_2006_based,,,,,,,,,,,,
household_projections_for_scotland_2006_based,,,,,,,,,,,,
_household_projections_for_scotlands_strategic_development_plan_areas_and_national_parks,,,,,,,,,,,,
_household_projections_for_scotlands_strategic_development_plan_areas_and_national_parks_,,,,,,,,,,,,
household_projections_for_scotlands_strategic_development_plan_areas_and_national_parks,,,,,,,,,,,,
_household_projections_for_wales,,,,,,,,,,,,
household_projections_for_wales,,,,,,,,,,,,
households-accommodated-by-the-local-authority,Environment,,,,,,,,,,,
_households_and_families_participation_in_the_labour_market,,,,,,,,,,,,
_households_and_families_participation_in_the_labour_market_,,,,,,,,,,,,
households_and_families_participation_in_the_labour_market,,,,,,,,,,,,
_households_and_the_labour_market_for_local_areas,,,,,,,,,,,,
households_and_the_labour_market_for_local_areas,,,,,,,,,,,,
household_satellite_accounts,,,,,,,,,,,,
_households_below_average_income,,,,,,,,,,,,
households_below_average_income,,,,,,,,,,,,
households_below_average_income_reports_northern_ireland,,,,,,,,,,,,
households_lacking_amenities,,,,,,,,,,,,
households_on_local_authorities_housing_waiting_lists_-_excluding_households_waiting_for_transfers,Environment,,True,,,,,,,,,
households_on_the_housing_register,Environment,,,,,,,,,,,
households-taking-up-la-rsl-tenancies-in-other-authorities-under-mobility-schemes,Environment,,,,,,,,,,,
households-taking-up-your-la-nominations-to-non-rsl-dwellings,Environment,,,,,,,,,,,
households-taking-up-your-la-nominations-to-rsl-dwellings,Environment,,,,,,,,,,,
_household_statistics_from_the_annual_population_survey_for_wales,,,,,,,,,,,,
household_statistics_from_the_annual_population_survey_for_wales,,,,,,,,,,,,
_households_that_have_never_worked,,,,,,,,,,,,
households_that_have_never_worked,,,,,,,,,,,,
households_with_a_person_with_limiting_long-term_illness_llti_and_their_age_by_number_of_carers_in_h,,,,,,,,,,,,
households_with_dependent_children_and_no_adults_in_employment,,,,,,,,,,,,
households_with_full_time_students_away_from_home_and_age_of_student_by_number_of_students,,,,,,,,,,,,
_household_transport_in_scotland,,,,,,,,,,,,
household_transport_in_scotland,,,,,,,,,,,,
household-waste-green-and-dry-recycling-rates-1997-98-to-2009-10,,,,,,,,,,,,
household-waste-per-person-in-the-uk-2000-01-to-2008-09,Environment,,,,,,,,,,,
_house_price_index,,,,,,,,,,,,
house_price_index,,,,,,,,,,,,
house_price_index_,,,,,,,,,,,,
house_price_index_guidance,,,,,,,,,,,,
_housing_and_planning_key_facts,,,,,,,,,,,,
housing_and_planning_key_facts,Environment,,,,,,,,,,,
_housing_and_planning_statistics,,,,,,,,,,,,
housing_and_planning_statistics,Environment,,,,,,,,,,,
housing-association-performance-indicators,,,,,,,,,,,,
_housing_benefit_and_council_tax_benefit_right_time_indicator,,,,,,,,,,,,
housing_benefit_and_council_tax_benefit_right_time_indicator,,,,,,,,,,,,
housing_benefit-council_tax_benefit_claimants_at_small_area_level,,,,,,,,,,,,
housing_benefit-council_tax_benefit_speed_of_processing,,,,,,,,,,,,
_housing_benefit_council_tax_benefit_summary_statistics,,,,,,,,,,,,
housing_benefit_council_tax_benefit_summary_statistics,,,,,,,,,,,,
housing_benefit_hb,,,,,,,,,,,,
housing_benefit_hb_and_council_tax_benefit_ctb_quarterly_performance_statistics,,,,,,,,,,,,
housing_benefit_hb_-_flows,,,,,,,,,,,,
housing_benefit_recoveries_and_fraud,,,,,,,,,,,,
housing_benefit_recoveries_and_fraud_data,,,,,,,,,,,,
housing_capital_expenditure,Environment,,,,,,,,,,,
housing_demand_indicators,,,,,,,,,,,,
_housing_demolitions_and_hazards_in_wales,,,,,,,,,,,,
housing_demolitions_and_hazards_in_wales,,,,,,,,,,,,
housing-design-quality-2004,,,,,,,,,,,,
housing-design-quality-2005,,,,,,,,,,,,
housing-design-quality-2006,,,,,,,,,,,,
housing-design-quality-liverpool-2009,,,,,,,,,,,,
housing-design-quality-thames-gateway,,,,,,,,,,,,
_housing_health_and_safety_rating_system,,,,,,,,,,,,
housing_health_and_safety_rating_system,,,,,,,,,,,,
_housing_in_england,,,,,,,,,,,,
housing_in_england,Environment,,,,,,,,,,,
housing_in_england_,,,,,,,,,,,,
housing-renewal-areas,,,,,,,,,,,,
_housing_statistics_england,,,,,,,,,,,,
housing_statistics_england,,,,,,,,,,,,
_housing_statistics_for_scotland,,,,,,,,,,,,
housing_statistics_for_scotland,,,,,,,,,,,,
_housing_statistics_wales,,,,,,,,,,,,
housing_statistics_wales,,,,,,,,,,,,
_housing_stock_england,,,,,,,,,,,,
housing_stock_england,Environment,,,,,,,,,,,
housing-well-being-index,Environment,,,,,,,,,,,
how_effective_are_taxes_and_benefits_in_reducing_inequality_in_the_uk,,,,,,,,,,,,
_how_indirect_taxes_can_be_regressive_and_progressive,,,,,,,,,,,,
how_indirect_taxes_can_be_regressive_and_progressive,,,,,,,,,,,,
hpa-bgs-joint-indicative-atlas-of-radon-in-great-britain,,,,,,,,,,,,
hpa-bgs-joint-radon-dataset-for-england-and-wales,,,,,,,,,,,,
hpa-bgs-joint-radon-potential-dataset-for-great-britain,,,,,,,,,,,,
hpi_-_access_to_preventative_healthcare,,,,,,,,,,,,
hpi_-_access_to_recreational_facilities,,,,,,,,,,,,
hpi_-_access_to_secondary_care,,,,,,,,,,,,
hpi_-_access_to_social_care,,,,,,,,,,,,
